교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
스트레칭,계약실무 과정,1,2024-03-12,2024-03-14,4.72,406
스트레칭과 싱잉볼 명상,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.7065,439
덜 지치는 직장생활,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.6413,618
적격심사 및 감사지적사례,계약실무 과정,1,2024-03-12,2024-03-14,4.6406,619
보도자료 작성실무,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.6304,656
소통을 위한 대화기술 및 공감기법,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.587,756
용역계약 실무,계약실무 과정,1,2024-03-12,2024-03-14,4.5441,857
청렴 및 청탁금지법,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.5217,883
"전자입찰, 전자계약",계약실무 과정,1,2024-03-12,2024-03-14,4.5575,952
엑셀 활용 팁,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.4545,957
보고서 작성 실무,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.4348,973
소통을 위한 대화기술 및 공감기법,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.49,1216
지방소멸 실태와 정책기초,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.37,1614
계약실무,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.365,1622
통계포털 이용 및 직무적용,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.2775,1773
통계포털 이용 및 직무적용,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.27,1777
통계포털 이용 및 직무적용,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.2675,1786
"보고서 작성(행사보고서, 업무보고)",7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.2075,1838
생성형 AI의 직무적용,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,3.915,1936
홍보 업무 능력 2배 향상시키기,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.97,28
엑셀 고급 활용능력 향상,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.9525,34
한글 활용능력 2배 활용,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.945,36
업무능력 향상되는 스마트폰 활용,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.9375,55
엑셀 기본 활용능력 향상,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.935,56
PPT 활용능력 향상,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.93,57
행사실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.75,316
보조금 실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.75,316
엑셀실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.75,327
한글실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.74,354
AI로 PPT 제작하기,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.7206,397
업무능력 향상되는 스마트폰 활용,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.713,423
챗GPT로 엑셀문제 해결,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6964,468
공사감독 및 현장점검 요령,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.7,472
엑셀 기본 활용능력 향상,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6875,491
엑셀 고급 활용능력 향상,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6759,521
한글 제대로 사용하기,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6696,538
한글 200% 활용하기,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6696,538
인사말 작성,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6667,545
업무에 바로 사용하는 엑셀TIP,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.6607,570
인사말 작성,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6625,571
법률(규정)해석,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6525,599
엑셀실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6481,601
계약실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6475,620
한글실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6265,664
보도자료 작성,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.625,665
보도자료 작성,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6325,673
보고서 작성 실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.615,740
예산실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.6,792
법률(규정) 해석,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.5682,803
홍보 업무 능력 2배 향상시키기,업무용 오피스 활용 과정,1,2024-03-13,2024-03-15,4.5681,806
e호조 지출·회계 실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.5481,849
홍보템플릿 실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.4762,936
예산실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.458,953
보조금실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.55,972
보고서 작성 실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.36,1050
계약실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.3478,1057
e호조 지출·회계실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.4475,1371
행사실무,신규공무원 역량향상 심화 과정,1,2024-03-13,2024-03-15,4.435,1411
바람직한 공직관 실천,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.8111,215
바람직한 공직관 실천,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.71,435
공무원 노사관계의 이해,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.7066,438
회계실무,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.6989,461
청탁금지법의 이해,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.6964,462
보고서 작성 실습,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.6786,511
독도를 통한 올바른 역사 인식,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.6667,545
일반서무 업무 알아보기,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.6529,590
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.6525,599
예산실무,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.645,624
직장 내 괴롭힘 예방,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.619,685
차세대 지방재정관리 시스템,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.6131,691
슬기로운 방첩생활,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.6113,696
공무원 연금제도의 이해,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.6111,697
온나라 시스템,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.5952,736
프리젠테이션과 발표,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.5852,764
핵심 엑셀 활용 팁,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.5852,764
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.5682,803
Open mind/팀빌딩,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.5333,869
경남의 도정과제공유(시군정책 이해를 통한 공감경남 만들기),신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.5308,870
성찰 및 비전 수립,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.5119,889
성과중심 공직가치 함양,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.5111,891
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.5111,891
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.57,895
예산실무,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.5,900
성찰 및 비전 수립,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.565,915
법령체계와 법령해석 방법론,신규 임용(후보)자 과정(3주차),2,2024-03-18,2024-04-05,4.4881,921
디지털·미래대응 교육 이해 및 실습,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.4767,934
행정정보보호 및 사이버 위협 예방,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.55,972
현장학습(도정과제 연계),신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.4167,1000
쉽게 활용하는 엑셀 팁,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.545,1005
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.3997,1018
경남의 비전과 주요정책,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.5425,1020
현장학습(도정과제 연계),신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.5425,1020
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.54,1026
경남의 비전과 주요정책,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.3734,1045
open mind / 팀빌딩,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.525,1088
발표능력 기법 향상,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.525,1092
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.2889,1099
행정업무 운영실무,신규 임용(후보)자 과정(1주차),2,2024-03-18,2024-04-05,4.1667,1145
성과중심 공직가치 함양,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.5075,1153
유형별 민원응대 기법,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,4.0739,1160
디지털·미래대응 교육 이해 및 실습,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.5025,1168
인문학 특강,신규 임용(후보)자 과정(2주차),2,2024-03-18,2024-04-05,3.8401,1184
경남의 도정과제 공유(시군정책 이해를 통한 공감 경남 만들기),신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4975,1197
직장 내 괴롭힘 예방,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.46,1323
일반서무 업무 알아보기,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.455,1343
청탁금지법의 이해,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4525,1356
생동감up 현장이야기(민원응대),신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4325,1419
보도자료 작성실무,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4325,1423
차세대지방재정관리시스템,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4275,1434
공무원 연금제도의 이해,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4225,1461
생동감up 현장이야기(조직 이야기),신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.415,1480
공무원 노사관계의 이해,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4075,1513
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.405,1517
온나라시스템,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.4,1526
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.38,1587
보고서 작성 실습,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.3725,1613
행정업무 운영실무,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.285,1762
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.2825,1767
회계실무,신규 임용(후보)자 과정,2,2024-03-18,2024-04-05,4.27,1777
회계실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.703,445
예산실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.6339,642
회계실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.5775,869
지방보조금 관리시스템 사용실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.54,1026
보조금 실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.375,1039
예산실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.5375,1040
차세대 지방재정관리 시스템 사용실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.3214,1074
회계 감사 지적사례,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.53,1076
지방보조금 관리시스템 운영관리,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.2857,1102
지방지차단체 재정관리 및 예산의 이해,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.2679,1110
회계 감사 지적사례,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.1696,1143
대한민국의 미래는 적극행정 실천으로,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.0536,1161
지방자치단체 재정관리 및 예산의 이해,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.44,1390
차세대지방재정관리시스템 사용실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.3975,1540
지방보조금 실무,예산회계 실무 과정,1,2024-03-20,2024-03-22,4.3125,1721
소통의 장(세대차이에 대한 인정과 소통),소통과 공감 과정,1,2024-03-21,2024-03-22,4.85,157
실천의 장(세대공감 및 실천방안 만들기),소통과 공감 과정,1,2024-03-21,2024-03-22,4.85,157
협업의 장(조직 내 공동목표 선정),소통과 공감 과정,1,2024-03-21,2024-03-22,4.85,157
마음열기,소통과 공감 과정,1,2024-03-21,2024-03-22,4.83,187
화합의 장(조직진단),소통과 공감 과정,1,2024-03-21,2024-03-22,4.83,187
스트레칭과 싱잉볼 명상,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.7619,306
기획보고서 작성실무,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.7405,351
언론 대응 및 보고 능력 향상,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.7262,385
역량에 대한 이해 모의과제: 역할연기,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.7143,418
소통과 갈등관리,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.7024,447
역량개발 이해,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.6905,485
생성형 AI의 직무적용,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.6548,584
소통과 갈등관리,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.5575,947
기획보고서 작성실무,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.41,1495
역량개발 이해 및 과제 실습,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.2375,1808
언론 대응 및 보고 능력 향상,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.21,1835
생성형 AI의 직무적용,6급 승진자 역량향상 과정,1,2024-03-26,2024-03-29,4.14,1878
보고서 작성 기법 및 실습,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.7325,373
전략적 기획 마인드의 이해,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.7188,401
기획보고서 유형별 작성법,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.7188,401
기획보고서 작성 실습,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.7188,401
기획보고서 이해,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.7143,418
정책기획서 및 보고서 작성 실습,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.695,486
전략적 기획마인드 구축,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.69,498
기획의 이론과 실제,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.6786,511
기획방법론 및 문제해결,기획능력 향상 과정,1,2024-03-27,2024-03-29,4.681,523
드론 기본 조작 및 원리 이해,드론 이해 및 행정 활용 과정,1,2024-03-27,2024-03-29,4.651,605
드론 관련 법률,드론 이해 및 행정 활용 과정,1,2024-03-27,2024-03-29,4.65,606
드론을 활용한 촬영,드론 이해 및 행정 활용 과정,1,2024-03-27,2024-03-29,4.65,606
조종 실습,드론 이해 및 행정 활용 과정,1,2024-03-27,2024-03-29,4.65,606
근대문화역사길 투어,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.6296,658
한산도 제승당 탐방,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.6296,659
삼도수군통제영 및 세병관 탐방,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.6204,682
군항문화탐방,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.5979,731
국가재난시스템 및 선진재난관리기법,재난관리 실무 과정,1,2024-03-27,2024-03-29,4.5968,734
"논리, 창의적 사고와 기획력",기획능력 향상 과정,1,2024-03-27,2024-03-29,4.5938,741
동피랑 등 자율여행 및 토론,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.5887,755
디피랑 야간 탐방,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.5833,770
해인사 팔만대장경 등 견학,문화유산 이해 과정,1,2024-03-27,2024-03-29,4.5827,776
