교육과정,세분류,인정시간,학습시간,인정비율,개발연도,개발월,비고
초저출산사회가 가져올 변화 및 대책은?,Gov-MOOC,1,1,1,,,나라배움터
"클래식, 시대의 맥박을 듣다",Gov-MOOC,1,1,1,,,나라배움터
"로컬로 창조하라, 골목길 경제학자가 알려주는 로컬 브랜딩",Gov-MOOC,0.97,1,0.97,,,나라배움터
소통과 통합으로 일 잘하는 정부,Gov-MOOC,0.95,1,0.95,,,나라배움터
"고령화-적신호 인구, 청신호 정책으로 해법찾기",Gov-MOOC,0.93,1,0.93,,,나라배움터
스마트 규제혁신으로 경제에 활력을 불어넣자!,Gov-MOOC,0.93,1,0.93,,,나라배움터
지역주도 균형발전 한시가 급하다,Gov-MOOC,0.93,1,0.93,,,나라배움터
국내외 식량안보 강화,Gov-MOOC,0.92,1,0.92,,,나라배움터
스마트농업을 통한 농업 혁신,Gov-MOOC,0.92,1,0.92,,,나라배움터
"저출산-적신호 인구, 청신호 정책으로 해법찾기",Gov-MOOC,0.92,1,0.92,,,나라배움터
맞춤형 일자리 확대! 스마트 일터 문화 혁신!,Gov-MOOC,0.9,1,0.9,,,나라배움터
인공지능과 사회문제,Gov-MOOC,0.87,1,0.87,,,나라배움터
한눈에 읽히는 보고서의 원리,Gov-MOOC,0.87,1,0.87,,,나라배움터
행정법제 혁신으로 국민의 삶을 편리하게!,Gov-MOOC,0.85,1,0.85,,,나라배움터
16. 개방형직위 공직입문 과정(정책소통Ⅰ),Gov-MOOC,0.83,1,0.83,,,나라배움터
개방형직위 공직입문 과정 (정책소통1),Gov-MOOC,0.83,1,0.83,,,나라배움터
개방형직위 공직입문 과정 (정책소통2),Gov-MOOC,0.83,1,0.83,,,나라배움터
고령화로 인한 과제 및 대책은?,Gov-MOOC,0.83,1,0.83,,,나라배움터
글로벌 중추 국가로서의 한국의 역할,Gov-MOOC,0.83,1,0.83,,,나라배움터
"뉴노멀 생존전략, 디지털리터러시",Gov-MOOC,0.83,1,0.83,,,나라배움터
대학 창업에서 글로벌 유니콘까지!,Gov-MOOC,0.83,1,0.83,,,나라배움터
민간이 끌고 정부가 미는 산업정책,Gov-MOOC,0.83,1,0.83,,,나라배움터
서류제출을 위해 허비하는 시간을 국민께 돌려드리겠습니다!,Gov-MOOC,0.83,1,0.83,,,나라배움터
"헌법과 공직가치, 지방시대를 여는 정부의 역할",Gov-MOOC,0.82,1,0.82,,,나라배움터
글로벌 시대의 한국과 공직자,Gov-MOOC,0.8,1,0.8,,,나라배움터
"전 세계가 인정한 K-콘텐츠, 신한류를 말하다",Gov-MOOC,0.8,1,0.8,,,나라배움터
디지털플랫폼 정부란,Gov-MOOC,0.78,1,0.78,,,나라배움터
마약 없는 건강 사회로 국민의 일상을 행복하게!,Gov-MOOC,0.78,1,0.78,,,나라배움터
OECD 다국적 기업 가이드라인 해설,Gov-MOOC,0.78,1,0.78,,,나라배움터
시대의 변화에 맞게 지역축제도 변해야 산다,Gov-MOOC,0.75,1,0.75,,,나라배움터
이메일 작성 요령 (Writing Skills for Emails),Gov-MOOC,0.75,1,0.75,,,나라배움터
17. 개방형직위 공직입문 과정(정책소통 Ⅱ),Gov-MOOC,0.73,1,0.73,,,나라배움터
AI 시대가 가져올 섬뜩한 미래,Gov-MOOC,0.73,1,0.73,,,나라배움터
글로벌 경쟁 속 한국 K-방산의 미래,Gov-MOOC,0.72,1,0.72,,,나라배움터
법의학자가 바라보는 삶과 죽음,Gov-MOOC,0.72,1,0.72,,,나라배움터
블록체인과 NFT의 이해,Gov-MOOC,0.72,1,0.72,,,나라배움터
"인공지능과 공공서비스 혁신, 무엇부터 시작할까?",Gov-MOOC,0.72,1,0.72,,,나라배움터
소셜마인드의 진화,Gov-MOOC,0.7,1,0.7,,,나라배움터
노동시장 진단과 노동개혁 방향,Gov-MOOC,0.68,1,0.68,,,나라배움터
행복한 리더를 위한 스트레스 다스리기,Gov-MOOC,0.68,1,0.68,,,나라배움터
천체사진가의 별에 관한 모든 이야기,Gov-MOOC,0.67,1,0.67,,,나라배움터
변화하는 중국 정세와 한중 관계의 새로운 방향 모색,Gov-MOOC,0.67,1,0.67,,,나라배움터
국가유산청 출범이 가져올 변화,Gov-MOOC,0.65,1,0.65,,,나라배움터
"위대한 유산, 가장 한국적인 예술 국악의 모든 것",Gov-MOOC,0.65,1,0.65,,,나라배움터
북한 1퍼센트 엘리트의 치열한 탈북스토리,Gov-MOOC,0.63,1,0.63,,,나라배움터
"노동시장 약자 보호, 지속가능한 노동시장 구축",Gov-MOOC,0.58,1,0.58,,,나라배움터
미래 과학기술과 반도체,Gov-MOOC,0.58,1,0.58,,,나라배움터
북한과 러시아의 군사협력이 한반도 안보에 미치는 영향,Gov-MOOC,0.58,1,0.58,,,나라배움터
1호 탈북 외교관이 북한을 말하다,Gov-MOOC,0.57,1,0.57,,,나라배움터
글로벌 성공사례로 배우는 공직 리더십의 비밀,Gov-MOOC,0.55,1,0.55,,,나라배움터
러시아-우크라이나 전쟁으로 본 현대전 양상,Gov-MOOC,0.55,1,0.55,,,나라배움터
"외교관 출신 미국 변호사의 해외 유학과 취업, 생활 여정",Gov-MOOC,0.53,1,0.53,,,나라배움터
이스라엘-하마스 전쟁의 이해: 역사적 맥락과 시사점,Gov-MOOC,0.53,1,0.53,,,나라배움터
"글로벌 중추국가, 한국의 외교전략",Gov-MOOC,0.52,1,0.52,,,나라배움터
"On세상 지식탐구생활, 안녕! 가치 말해요",Gov-MOOC,0.5,1,0.5,,,나라배움터
한미일 3국협력,Gov-MOOC,0.5,1,0.5,,,나라배움터
온택트 기반 공공HRD 교육혁신 설계,Gov-MOOC,0.5,1,0.5,,,나라배움터
중소벤처가 주도하는 디지털 경제 시대,Gov-MOOC,0.5,1,0.5,,,나라배움터
피터 드러커가 살아있다면 무슨 말을 할까?,Gov-MOOC,0.4,1,0.4,,,나라배움터
디지털 기반의 비대면 교수학습 모형 및 교육과정 설계 방안,Gov-MOOC,0.37,1,0.37,,,나라배움터
메타버스의 교육과정 설계와 활용,Gov-MOOC,0.33,1,0.33,,,나라배움터
전자인사관리시스템(e-사람) 개인용 매뉴얼,Gov-MOOC,0.33,1,0.33,,,나라배움터
국토교통부 '조직문화 선진화 과정' 개발 및 운영사례,Gov-MOOC,0.3,1,0.3,,,나라배움터
[끝내주는 파워포인트] 발표불안 극복 및 발표기법,Gov-MOOC,0.23,1,0.23,,,나라배움터
[끝내주는 파워포인트] 색상 및 도형 활용,Gov-MOOC,0.2,1,0.2,,,나라배움터
전자인사관리시스템(e-사람) 담당자용 매뉴얼,Gov-MOOC,0.17,1,0.17,,,나라배움터
색다른 생각으로 사회 문제를 혁신하다!,Gov-MOOC,0.13,1,0.13,,,나라배움터
[끝내주는 보고서] 유형별 보고 Skill 및 PREP 기법,Gov-MOOC,0.12,1,0.12,,,나라배움터
전자인사관리시스템(e-사람) 부서장용 매뉴얼,Gov-MOOC,0.08,1,0.08,,,나라배움터
[한문철의 현장 속으로] 감정노동보호 교육,-,1,1,1,2023,12,민간위탁사이버교육
